,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,chroma_cqt,chroma_cens,melspectrogram,mfcc,rms,spectral_contrast,poly_features,tonnetz,tempogram,music
25,0.4224054,2410.882196658351,2278.157704446534,4834.570766011997,0.07342620381485927,0.5002158,0.2590282344004507,3.6322389999999998,0.87339,0.14378099,20.34627275506229,1.9640225555326285,0.01822471699384947,0.22702806004976006,295-People Got to Be Free.wav
26,0.37499568,2101.0661923104194,2092.5587894042146,3944.9261455713036,0.06092742360101936,0.48302808,0.25216864525486177,5.574289299999999,-0.67360085,0.16580774,21.161824034815787,2.223283576856012,0.011161660509938038,0.24904289206478425,104-Eve of Destruction.wav
27,0.5598536,2961.3544419303103,3360.2452697392364,6385.719719759821,0.05934777419739825,0.5788954000000001,0.2706646192482329,24.181701999999998,8.1880245,0.34390953,18.892559842041518,3.9541046227693606,-0.0037045310536320663,0.21330189246764414,24-Around My Way.wav
28,0.46466464,2734.812363889744,2934.1618743185795,5583.882901690693,0.07075288009940818,0.619451,0.2785559188923777,7.885619,3.7530372000000005,0.20941916,19.94536817977891,3.1198643461117914,-0.005087459661918861,0.24675740727680334,212-The Kids Are Coming.wav
29,0.45197609999999994,2894.504644567372,2971.5680376501477,5782.6650330156735,0.07788220551378447,0.51035106,0.2609981266078607,13.103448,7.436422,0.28563645,18.964257429091877,4.681506584030066,0.02335070865179447,0.288621617192107,41-Black Parade.wav
30,0.32494253,1559.6405834392124,2068.543273355668,2800.8997300091914,0.042627954690648194,0.4132419,0.2509240886689765,2.1680857999999996,-1.9662131999999999,0.101391084,22.141260649459767,0.9488398402161358,0.022344808992816517,0.2047277556758332,173-Hurricane.wav
31,0.43730578,2530.7461465035285,2844.3609808013252,5149.860526164619,0.06277786553217778,0.34192428,0.21220712410848813,3.8123949,-3.6992865,0.12241385,22.456492003458372,1.446853098682619,-0.08336511497236805,0.19798444345589275,430-When the President Talks to God.wav
32,0.43325037,3110.369556277525,3307.207694564669,6831.2253591815015,0.07974589835934373,0.47311863,0.2515432358302167,12.293449,6.869839,0.26314273,18.784069307885648,3.8535612320067787,0.030509497305657787,0.2697317049957457,377-They Don't.wav
33,0.49792504,2909.5116582573055,3117.660933961486,6125.662958954141,0.06326761406316914,0.3814883,0.24329464365923545,13.3132,6.815457,0.26176563,19.574681435021255,3.4504696607044725,-0.039293959438905436,0.2091471086422149,178-I Just Wanna Live.wav
34,0.5282008,2361.2790668722987,2578.901685809671,4862.653929530283,0.0576577209831301,0.58596885,0.2760290558282916,13.741728,4.820055,0.26256782,18.628370323474396,3.686700984457464,0.006575424362078903,0.1973004453027045,378-They Don't Care About Us.wav
35,0.42193347,2893.578560949732,3018.526199589162,5865.797863656154,0.07431113673539591,0.64173,0.2783215402146377,8.349741,4.405136,0.21543400000000001,20.09780108352844,3.1814348216131316,-0.0019247006971955872,0.274464214401339,105-Even Flow.wav
36,0.37690887,2687.3984257037423,3012.343624499822,5585.474558732827,0.059796831013107,0.57229346,0.26822000006477426,19.029842000000002,4.041876,0.31089082,21.49575823507727,3.7830205757756348,0.00846243041549463,0.23865232037385495,62-Chained to the Rhythm.wav
37,0.38941220000000004,2503.3302767906616,2625.1489070224497,4723.80476913216,0.06706459776893213,0.36670187,0.22369667582476632,4.6524835,-3.1188933999999997,0.15973742,22.7998528346782,1.8909057419332145,0.04467666446305791,0.2417924635720412,66-Chimes of Freedom.wav
38,0.43233705,1863.6588858086482,2169.5341239577347,3551.436858280525,0.04640880036225016,0.36168614,0.21771648118282524,1.0974318,-4.581263,0.07144391,21.333509460872605,0.8584635619333123,-0.013053833738787532,0.2751029408462405,201-In the Ghetto.wav
39,0.52206725,2687.535910960557,3246.0793694950225,5861.056225661523,0.05214106695309703,0.41841725,0.2379959392077872,13.174776999999999,4.273243,0.24373958,20.31029591424645,2.8955463176580527,0.01524433709748786,0.22917536513213435,18-Another Brick in the Wall.wav
40,0.47163042,2848.086377063683,3306.4524354236733,6602.576741788411,0.05457621645149288,0.47503442,0.25222300163072536,8.766737,4.609477,0.21544626,22.97381743261518,2.2229565583307815,-0.032257943017694496,0.17069866619243315,394-Turn Your Back.wav
